"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-01",101.1036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-02",101.0879,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-03",100.9595,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-04",100.7443,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-05",100.6172,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-06",100.6469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-07",100.805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-08",100.9366,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.073,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.1819,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-11",101.0316,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.5522,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-01",99.8687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-02",99.54487,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-03",99.61944,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.92995,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-05",100.1558,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-06",100.2139,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-07",100.1501,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-08",100.0815,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-09",100.0249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-10",99.96514,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-11",99.91188,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1974-12",99.84161,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-01",99.75097,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-02",99.72697,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-03",99.68465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-04",99.62644,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-05",99.56677,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-06",99.47263,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-07",99.3232,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-08",99.2041,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-09",99.10368,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-10",99.03223,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-11",99.12234,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.465,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-01",100.0196,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-02",100.3887,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-03",100.4405,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-04",100.2924,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.1418,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.0609,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.0298,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.0174,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0126,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0364,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.1467,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.415,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.8155,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-02",101.0747,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-03",101.0949,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.9298,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.7647,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.6105,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.4693,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.3705,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-09",100.277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-10",100.1836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-11",100.211,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1977-12",100.4636,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-01",100.8846,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.1208,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.043,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-04",100.7452,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-05",100.5051,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-06",100.375,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-07",100.3052,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-08",100.2735,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-09",100.2377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.1671,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1978-12",99.98718,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-01",99.88321,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-02",99.81699,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-03",99.77063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-04",99.72353,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-05",99.69884,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-06",99.69283,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-07",99.69958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-08",99.717,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-09",99.74009,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-10",99.7435,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-11",99.65848,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1979-12",99.36943,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-01",98.91662,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-02",98.54987,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-03",98.24007,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-04",97.92821,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-05",97.71754,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-06",97.59711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-07",97.53474,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.47979,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-09",97.42554,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-10",97.34647,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-11",97.25253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1980-12",97.15047,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-01",97.02022,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-02",96.91685,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-03",96.86556,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-04",96.84732,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-05",96.85021,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-06",96.88764,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-07",96.99545,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-08",97.07683,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-09",97.1475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-10",97.25433,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-11",97.28706,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1981-12",97.22433,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-01",97.10111,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-02",97.07136,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-03",97.17821,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-04",97.38377,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-05",97.46225,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-06",97.38276,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-07",97.23078,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.05241,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-09",96.88855,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-10",96.71806,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-11",96.62157,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1982-12",96.59895,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-01",96.66581,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-02",96.7585,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-03",96.9025,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-04",97.1198,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-05",97.28486,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-06",97.37803,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-07",97.43808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-08",97.4691,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-09",97.49809,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-10",97.5439,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-11",97.58832,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1983-12",97.64787,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-01",97.72945,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-02",97.77069,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-03",97.79379,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-04",97.86426,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-05",97.9501,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-06",98.08676,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-07",98.29121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-08",98.42533,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-09",98.46212,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-10",98.46925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-11",98.57224,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1984-12",98.8297,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-01",99.248,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-02",99.52382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-03",99.68482,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-04",99.77854,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-05",99.87614,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.0493,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.2607,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.3795,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.4519,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.5591,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.6626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.7674,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-01",100.8894,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-02",100.962,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.0086,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.0228,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.098,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.1314,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.0776,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-08",100.9865,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.8916,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.8547,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.837,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.8182,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.7791,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.69,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.6531,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.5818,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.4687,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.3858,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.4335,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.5523,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.5344,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.4577,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.4097,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.3637,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.3804,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.4771,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.6346,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.7239,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-06",100.7841,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-07",100.8625,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-08",100.9427,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-09",100.9958,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.1116,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-11",101.2575,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1988-12",101.3036,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.2892,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.2584,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-03",101.2984,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-04",101.3469,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-05",101.3869,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.4927,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.5899,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.6436,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.6672,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.6808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.6985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.6685,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-01",101.5612,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-02",101.4694,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-03",101.4337,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-04",101.4043,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-05",101.3716,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-06",101.3122,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-07",101.164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-08",100.9079,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-09",100.6228,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-10",100.353,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-11",100.1109,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1990-12",99.93521,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-01",99.76791,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-02",99.75967,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-03",99.884,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-04",99.94547,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-05",99.9967,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-06",99.97098,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-07",99.86626,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-08",99.77099,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-09",99.70993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-10",99.64529,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-11",99.64365,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1991-12",99.65829,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-01",99.64836,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-02",99.63499,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-03",99.66404,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-04",99.73715,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-05",99.87683,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-06",100.0768,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-07",100.2214,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-08",100.297,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-09",100.2595,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-10",100.1119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-11",99.92937,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1992-12",99.81925,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-01",99.80908,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-02",99.74497,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-03",99.59595,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-04",99.47102,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-05",99.36805,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-06",99.36942,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-07",99.46249,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-08",99.65594,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-09",99.80429,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-10",99.86166,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-11",99.93336,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.93624,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.98576,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-02",100.0873,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-03",100.2277,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.3798,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.4913,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.5327,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.5862,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.6744,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.742,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.7684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.7817,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1994-12",100.7736,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-01",100.8159,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-02",100.8919,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-03",100.889,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-04",100.8294,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-05",100.7901,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-06",100.7156,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-07",100.6808,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-08",100.718,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-09",100.77,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-10",100.8638,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-11",100.8597,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1995-12",100.7566,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-01",100.6259,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-02",100.4678,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-03",100.306,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-04",100.2876,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-05",100.3619,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-06",100.4287,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-07",100.4993,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-08",100.5353,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-09",100.6136,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-10",100.7491,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-11",100.8164,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1996-12",100.9319,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-01",101.1044,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-02",101.2253,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-03",101.2961,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-04",101.3544,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-05",101.333,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-06",101.3308,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-07",101.3516,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-08",101.3419,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-09",101.3582,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-10",101.3767,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-11",101.4299,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1997-12",101.5412,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-01",101.613,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-02",101.6445,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-03",101.707,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-04",101.7128,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-05",101.7406,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.7119,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.6108,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.3475,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.0128,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-10",100.7878,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-11",100.7731,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1998-12",100.8137,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-01",100.7725,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-02",100.7012,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.6585,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.6985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.7491,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.8306,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-07",100.9343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.1063,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.3199,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.5154,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-11",101.5985,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","1999-12",101.6915,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-01",101.7684,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-02",101.8087,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-03",101.8381,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-04",101.8295,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-05",101.7796,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-06",101.7407,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-07",101.6711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-08",101.6498,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-09",101.6643,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-10",101.7019,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-11",101.6652,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2000-12",101.5343,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-01",101.3093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-02",101.0707,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-03",100.8513,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-04",100.6748,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-05",100.5282,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-06",100.3382,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-07",100.2121,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.1093,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.0393,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.99842,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-11",100.1349,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2001-12",100.4128,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-01",100.711,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.8157,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.7579,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.5673,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.354,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-06",100.1455,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-07",99.94765,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-08",99.75262,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-09",99.5841,
"NLD","CCI","AMPLITUD","LTRENDIDX","M","2002-10",99.48038,
